inputOrderId,code,xmlPath,shortName,categoricalValue,isActionable,dataType,importanceRank,stdev
194,WEATHER_WETBULB_TEMPERATURE_AVG_03,WEATHER_WETBULB_TEMPERATURE_AVG_03,,,,,,
195,WEATHER_WETBULB_TEMPERATURE_AVG_04,WEATHER_WETBULB_TEMPERATURE_AVG_04,,,,,,
196,WEATHER_WETBULB_TEMPERATURE_AVG_05,WEATHER_WETBULB_TEMPERATURE_AVG_05,,,,,,
197,WEATHER_WETBULB_TEMPERATURE_AVG_06,WEATHER_WETBULB_TEMPERATURE_AVG_06,,,,,,
198,WEATHER_WETBULB_TEMPERATURE_AVG_07,WEATHER_WETBULB_TEMPERATURE_AVG_07,,,,,,
199,WEATHER_WETBULB_TEMPERATURE_AVG_08,WEATHER_WETBULB_TEMPERATURE_AVG_08,,,,,,
200,WEATHER_WETBULB_TEMPERATURE_AVG_09,WEATHER_WETBULB_TEMPERATURE_AVG_09,,,,,,
201,WEATHER_WETBULB_TEMPERATURE_AVG_10,WEATHER_WETBULB_TEMPERATURE_AVG_10,,,,,,
202,WEATHER_WETBULB_TEMPERATURE_AVG_11,WEATHER_WETBULB_TEMPERATURE_AVG_11,,,,,,
203,WEATHER_WETBULB_TEMPERATURE_AVG_12,WEATHER_WETBULB_TEMPERATURE_AVG_12,,,,,,
204,WEATHER_WETBULB_TEMPERATURE_MAX_01,WEATHER_WETBULB_TEMPERATURE_MAX_01,,,,,,
205,WEATHER_WETBULB_TEMPERATURE_MAX_02,WEATHER_WETBULB_TEMPERATURE_MAX_02,,,,,,
206,WEATHER_WETBULB_TEMPERATURE_MAX_03,WEATHER_WETBULB_TEMPERATURE_MAX_03,,,,,,
207,WEATHER_WETBULB_TEMPERATURE_MAX_04,WEATHER_WETBULB_TEMPERATURE_MAX_04,,,,,,
208,WEATHER_WETBULB_TEMPERATURE_MAX_05,WEATHER_WETBULB_TEMPERATURE_MAX_05,,,,,,
209,WEATHER_WETBULB_TEMPERATURE_MAX_06,WEATHER_WETBULB_TEMPERATURE_MAX_06,,,,,,
210,WEATHER_WETBULB_TEMPERATURE_MAX_07,WEATHER_WETBULB_TEMPERATURE_MAX_07,,,,,,
211,WEATHER_WETBULB_TEMPERATURE_MAX_08,WEATHER_WETBULB_TEMPERATURE_MAX_08,,,,,,
212,WEATHER_WETBULB_TEMPERATURE_MAX_09,WEATHER_WETBULB_TEMPERATURE_MAX_09,,,,,,
213,WEATHER_WETBULB_TEMPERATURE_MAX_10,WEATHER_WETBULB_TEMPERATURE_MAX_10,,,,,,
214,WEATHER_WETBULB_TEMPERATURE_MAX_11,WEATHER_WETBULB_TEMPERATURE_MAX_11,,,,,,
215,WEATHER_WETBULB_TEMPERATURE_MAX_12,WEATHER_WETBULB_TEMPERATURE_MAX_12,,,,,,
216,WEATHER_WETBULB_TEMPERATURE_MIN_01,WEATHER_WETBULB_TEMPERATURE_MIN_01,,,,,,
217,WEATHER_WETBULB_TEMPERATURE_MIN_02,WEATHER_WETBULB_TEMPERATURE_MIN_02,,,,,,
218,WEATHER_WETBULB_TEMPERATURE_MIN_03,WEATHER_WETBULB_TEMPERATURE_MIN_03,,,,,,
219,WEATHER_WETBULB_TEMPERATURE_MIN_04,WEATHER_WETBULB_TEMPERATURE_MIN_04,,,,,,
220,WEATHER_WETBULB_TEMPERATURE_MIN_05,WEATHER_WETBULB_TEMPERATURE_MIN_05,,,,,,
221,WEATHER_WETBULB_TEMPERATURE_MIN_06,WEATHER_WETBULB_TEMPERATURE_MIN_06,,,,,,
222,WEATHER_WETBULB_TEMPERATURE_MIN_07,WEATHER_WETBULB_TEMPERATURE_MIN_07,,,,,,
223,WEATHER_WETBULB_TEMPERATURE_MIN_08,WEATHER_WETBULB_TEMPERATURE_MIN_08,,,,,,
224,WEATHER_WETBULB_TEMPERATURE_MIN_09,WEATHER_WETBULB_TEMPERATURE_MIN_09,,,,,,
225,WEATHER_WETBULB_TEMPERATURE_MIN_10,WEATHER_WETBULB_TEMPERATURE_MIN_10,,,,,,
226,WEATHER_WETBULB_TEMPERATURE_MIN_11,WEATHER_WETBULB_TEMPERATURE_MIN_11,,,,,,
227,WEATHER_WETBULB_TEMPERATURE_MIN_12,WEATHER_WETBULB_TEMPERATURE_MIN_12,,,,,,
228,WEATHER_WETBULB_TEMPERATURE_VAR_01,WEATHER_WETBULB_TEMPERATURE_VAR_01,,,,,,
229,WEATHER_WETBULB_TEMPERATURE_VAR_02,WEATHER_WETBULB_TEMPERATURE_VAR_02,,,,,,
230,WEATHER_WETBULB_TEMPERATURE_VAR_03,WEATHER_WETBULB_TEMPERATURE_VAR_03,,,,,,
231,WEATHER_WETBULB_TEMPERATURE_VAR_04,WEATHER_WETBULB_TEMPERATURE_VAR_04,,,,,,
232,WEATHER_WETBULB_TEMPERATURE_VAR_05,WEATHER_WETBULB_TEMPERATURE_VAR_05,,,,,,
233,WEATHER_WETBULB_TEMPERATURE_VAR_06,WEATHER_WETBULB_TEMPERATURE_VAR_06,,,,,,
234,WEATHER_WETBULB_TEMPERATURE_VAR_07,WEATHER_WETBULB_TEMPERATURE_VAR_07,,,,,,
235,WEATHER_WETBULB_TEMPERATURE_VAR_08,WEATHER_WETBULB_TEMPERATURE_VAR_08,,,,,,
236,WEATHER_WETBULB_TEMPERATURE_VAR_09,WEATHER_WETBULB_TEMPERATURE_VAR_09,,,,,,
237,WEATHER_WETBULB_TEMPERATURE_VAR_10,WEATHER_WETBULB_TEMPERATURE_VAR_10,,,,,,
238,WEATHER_WETBULB_TEMPERATURE_VAR_11,WEATHER_WETBULB_TEMPERATURE_VAR_11,,,,,,
239,WEATHER_WETBULB_TEMPERATURE_VAR_12,WEATHER_WETBULB_TEMPERATURE_VAR_12,,,,,,
240,WEATHER_WIND_SPEED_AVG_01,WEATHER_WIND_SPEED_AVG_01,,,,,,
241,WEATHER_WIND_SPEED_AVG_02,WEATHER_WIND_SPEED_AVG_02,,,,,,
242,WEATHER_WIND_SPEED_AVG_03,WEATHER_WIND_SPEED_AVG_03,,,,,,
243,WEATHER_WIND_SPEED_AVG_04,WEATHER_WIND_SPEED_AVG_04,,,,,,
244,WEATHER_WIND_SPEED_AVG_05,WEATHER_WIND_SPEED_AVG_05,,,,,,
245,WEATHER_WIND_SPEED_AVG_06,WEATHER_WIND_SPEED_AVG_06,,,,,,
246,WEATHER_WIND_SPEED_AVG_07,WEATHER_WIND_SPEED_AVG_07,,,,,,
247,WEATHER_WIND_SPEED_AVG_08,WEATHER_WIND_SPEED_AVG_08,,,,,,
248,WEATHER_WIND_SPEED_AVG_09,WEATHER_WIND_SPEED_AVG_09,,,,,,
249,WEATHER_WIND_SPEED_AVG_10,WEATHER_WIND_SPEED_AVG_10,,,,,,
250,WEATHER_WIND_SPEED_AVG_11,WEATHER_WIND_SPEED_AVG_11,,,,,,
251,WEATHER_WIND_SPEED_AVG_12,WEATHER_WIND_SPEED_AVG_12,,,,,,
252,WEATHER_WIND_SPEED_MAX_01,WEATHER_WIND_SPEED_MAX_01,,,,,,
253,WEATHER_WIND_SPEED_MAX_02,WEATHER_WIND_SPEED_MAX_02,,,,,,
254,WEATHER_WIND_SPEED_MAX_03,WEATHER_WIND_SPEED_MAX_03,,,,,,
255,WEATHER_WIND_SPEED_MAX_04,WEATHER_WIND_SPEED_MAX_04,,,,,,
256,WEATHER_WIND_SPEED_MAX_05,WEATHER_WIND_SPEED_MAX_05,,,,,,
257,WEATHER_WIND_SPEED_MAX_06,WEATHER_WIND_SPEED_MAX_06,,,,,,
258,WEATHER_WIND_SPEED_MAX_07,WEATHER_WIND_SPEED_MAX_07,,,,,,
259,WEATHER_WIND_SPEED_MAX_08,WEATHER_WIND_SPEED_MAX_08,,,,,,
260,WEATHER_WIND_SPEED_MAX_09,WEATHER_WIND_SPEED_MAX_09,,,,,,
261,WEATHER_WIND_SPEED_MAX_10,WEATHER_WIND_SPEED_MAX_10,,,,,,
262,WEATHER_WIND_SPEED_MAX_11,WEATHER_WIND_SPEED_MAX_11,,,,,,
263,WEATHER_WIND_SPEED_MAX_12,WEATHER_WIND_SPEED_MAX_12,,,,,,
264,WEATHER_WIND_SPEED_MIN_01,WEATHER_WIND_SPEED_MIN_01,,,,,,
265,WEATHER_WIND_SPEED_MIN_02,WEATHER_WIND_SPEED_MIN_02,,,,,,
266,WEATHER_WIND_SPEED_MIN_03,WEATHER_WIND_SPEED_MIN_03,,,,,,
267,WEATHER_WIND_SPEED_MIN_04,WEATHER_WIND_SPEED_MIN_04,,,,,,
268,WEATHER_WIND_SPEED_MIN_05,WEATHER_WIND_SPEED_MIN_05,,,,,,
269,WEATHER_WIND_SPEED_MIN_06,WEATHER_WIND_SPEED_MIN_06,,,,,,
270,WEATHER_WIND_SPEED_MIN_07,WEATHER_WIND_SPEED_MIN_07,,,,,,
271,WEATHER_WIND_SPEED_MIN_08,WEATHER_WIND_SPEED_MIN_08,,,,,,
272,WEATHER_WIND_SPEED_MIN_09,WEATHER_WIND_SPEED_MIN_09,,,,,,
273,WEATHER_WIND_SPEED_MIN_10,WEATHER_WIND_SPEED_MIN_10,,,,,,
274,WEATHER_WIND_SPEED_MIN_11,WEATHER_WIND_SPEED_MIN_11,,,,,,
275,WEATHER_WIND_SPEED_MIN_12,WEATHER_WIND_SPEED_MIN_12,,,,,,
276,WEATHER_WIND_SPEED_VAR_01,WEATHER_WIND_SPEED_VAR_01,,,,,,
277,WEATHER_WIND_SPEED_VAR_02,WEATHER_WIND_SPEED_VAR_02,,,,,,
278,WEATHER_WIND_SPEED_VAR_03,WEATHER_WIND_SPEED_VAR_03,,,,,,
279,WEATHER_WIND_SPEED_VAR_04,WEATHER_WIND_SPEED_VAR_04,,,,,,
280,WEATHER_WIND_SPEED_VAR_05,WEATHER_WIND_SPEED_VAR_05,,,,,,
281,WEATHER_WIND_SPEED_VAR_06,WEATHER_WIND_SPEED_VAR_06,,,,,,
282,WEATHER_WIND_SPEED_VAR_07,WEATHER_WIND_SPEED_VAR_07,,,,,,
283,WEATHER_WIND_SPEED_VAR_08,WEATHER_WIND_SPEED_VAR_08,,,,,,
284,WEATHER_WIND_SPEED_VAR_09,WEATHER_WIND_SPEED_VAR_09,,,,,,
285,WEATHER_WIND_SPEED_VAR_10,WEATHER_WIND_SPEED_VAR_10,,,,,,
286,WEATHER_WIND_SPEED_VAR_11,WEATHER_WIND_SPEED_VAR_11,,,,,,
287,WEATHER_WIND_SPEED_VAR_12,WEATHER_WIND_SPEED_VAR_12,,,,,,
288,X0000,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.CombinedEnergyFactor,,,TRUE,__double__,292,8342
289,X0056,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.IsVented,,FALSE,TRUE,,324,1601
290,X0057,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.IsVented,,TRUE,TRUE,,324,1601
291,X0058,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.VentedFlowRate,,,TRUE,__double__,61,226804
292,X0059,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Capacity,,,TRUE,__double__,,
293,X0060,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.IntegratedModifiedEnergyFactor,,,TRUE,__double__,,
294,X0062,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.LabelElectricRate,,,TRUE,__double__,,
295,X0094,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,,electricity,TRUE,,315,1601
296,X0096,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,,natural gas,TRUE,,315,1601
297,X0107,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,,propane,TRUE,,315,1601
298,X0118,HPXML.Building.BuildingDetails.Appliances.CookingRange.IsInduction,,FALSE,TRUE,,338,1601
299,X0119,HPXML.Building.BuildingDetails.Appliances.CookingRange.IsInduction,,TRUE,TRUE,,338,1601
300,X0138,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ConditionedFloorArea,,,FALSE,__double__,12,5336155
301,X0139,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofBathrooms,,,FALSE,__double__,294,5576
302,X0140,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofBedrooms,,,FALSE,__double__,293,7562
303,X0141,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofConditionedFloors,,,FALSE,__double__,302,4084
304,X0142,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofConditionedFloorsAboveGrade,,,FALSE,__double__,301,4084
305,X0143,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,,single-family detached,FALSE,,,
306,X0144,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,,single-family attached,FALSE,,,
307,X0155,HPXML.Building.BuildingDetails.BuildingSummary.BuildingOccupancy.NumberofResidents,,,FALSE,__double__,291,9666
308,X0164,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,,3C,FALSE,,357,1601
309,X0168,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,,5A,FALSE,,357,1601
310,X0171,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,,6A,FALSE,,357,1601
311,X0177,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.AirLeakage,,,TRUE,__double__,255,23833
312,X0183,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,,programmable thermostat,TRUE,,339,1601
313,X0184,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,,manual thermostat,TRUE,,339,1601
314,X0189,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetbackTempHeatingSeason,,,TRUE,__double__,190,96363
315,X0192,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetupTempCoolingSeason,,,TRUE,__double__,166,123664
316,X0193,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.TotalSetbackHoursperWeekHeating,,,TRUE,__double__,216,73612
317,X0194,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.TotalSetupHoursperWeekCooling,,,TRUE,__double__,232,62995
318,X0195,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.extension.SetbackStartHourHeating,,,TRUE,__double__,250,34179
319,X0196,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.extension.SetupStartHourCooling,,,TRUE,__double__,285,12954
320,X0268,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth1].RValue,,,TRUE,__double__,,
321,X0277,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth1].RValue,,,TRUE,__double__,,
322,X0280,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Area,,,FALSE,__double__,33,1006427
323,X0283,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].DepthBelowGrade,,,FALSE,__double__,290,9925
324,X0303,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].ExteriorAdjacentTo,,ground,FALSE,,319,1601
325,X0373,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Height,,,FALSE,__double__,286,11439
326,X0376,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Insulation.AssemblyEffectiveRValue,,,TRUE,__double__,406,732
327,X0385,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].InteriorAdjacentTo,,basement - conditioned,FALSE,,323,1601
328,X0466,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Thickness,,,TRUE,__double__,289,11439
329,X0658,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].Area,,,FALSE,__double__,182,103946
330,X0661,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].DepthBelowGrade,,,FALSE,__double__,306,3891
331,X0677,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].ExteriorAdjacentTo,,crawlspace - vented,FALSE,,353,1601
332,X0751,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].Height,,,FALSE,__double__,300,5392
333,X0754,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].Insulation.AssemblyEffectiveRValue,,,TRUE,__double__,398,732
334,X0763,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].InteriorAdjacentTo,,basement - conditioned,FALSE,,374,1601
335,X0844,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].Thickness,,,TRUE,__double__,288,11439
336,X0847,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].Area,,,FALSE,__double__,34,994293
337,X0850,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].DepthBelowGrade,,,FALSE,__double__,305,3891
338,X0870,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].ExteriorAdjacentTo,,ground,FALSE,,380,1601
339,X0940,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].Height,,,FALSE,__double__,299,5392
340,X0943,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].Insulation.AssemblyEffectiveRValue,,,TRUE,__double__,399,732
341,X0959,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].InteriorAdjacentTo,,crawlspace - vented,FALSE,,385,1601
342,X1033,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].Thickness,,,TRUE,__double__,287,11439
343,X1226,HPXML.Building.BuildingDetails.Enclosure.Foundations.Foundation[BasementConditioned1].FoundationType.Basement.Conditioned,,TRUE,FALSE,,387,1601
344,X1232,HPXML.Building.BuildingDetails.Enclosure.Foundations.Foundation[CrawlspaceVented1].FoundationType.Crawlspace.Vented,,TRUE,FALSE,,362,1601
345,X1237,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveConditionedBasement1].Area,,,FALSE,__double__,42,760709
346,X1246,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveConditionedBasement1].ExteriorAdjacentTo,,basement - conditioned,FALSE,,354,1601
347,X1327,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveConditionedBasement1].Insulation.AssemblyEffectiveRValue,,,TRUE,__double__,405,732
348,X1348,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveConditionedBasement1].InteriorAdjacentTo,,living space,FALSE,,356,1601
349,X1417,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveVentedCrawl1].Area,,,FALSE,__double__,24,2509553
350,X1433,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveVentedCrawl1].ExteriorAdjacentTo,,crawlspace - vented,FALSE,,352,1601
351,X1507,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveVentedCrawl1].Insulation.AssemblyEffectiveRValue,,,TRUE,__double__,303,4040
352,X1528,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveVentedCrawl1].InteriorAdjacentTo,,living space,FALSE,,364,1601
353,X1597,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorBelowAttic1].Area,,,FALSE,__double__,17,3378743
354,X1687,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorBelowAttic1].Insulation.AssemblyEffectiveRValue,,,TRUE,__double__,215,73874
