inputVectorIndex,inputCode,xmlPath,label,categoricalValue,isActionable,isRelevant,units,decimals,displayPrecision,importanceRank,stdev
179,WEATHER_RELATIVE_HUMIDITY_MIN_12,WEATHER_RELATIVE_HUMIDITY_MIN_12,,,FALSE,FALSE,,,,,
180,WEATHER_RELATIVE_HUMIDITY_VAR_01,WEATHER_RELATIVE_HUMIDITY_VAR_01,,,FALSE,FALSE,,,,,
181,WEATHER_RELATIVE_HUMIDITY_VAR_02,WEATHER_RELATIVE_HUMIDITY_VAR_02,,,FALSE,FALSE,,,,,
182,WEATHER_RELATIVE_HUMIDITY_VAR_03,WEATHER_RELATIVE_HUMIDITY_VAR_03,,,FALSE,FALSE,,,,,
183,WEATHER_RELATIVE_HUMIDITY_VAR_04,WEATHER_RELATIVE_HUMIDITY_VAR_04,,,FALSE,FALSE,,,,,
184,WEATHER_RELATIVE_HUMIDITY_VAR_05,WEATHER_RELATIVE_HUMIDITY_VAR_05,,,FALSE,FALSE,,,,,
185,WEATHER_RELATIVE_HUMIDITY_VAR_06,WEATHER_RELATIVE_HUMIDITY_VAR_06,,,FALSE,FALSE,,,,,
186,WEATHER_RELATIVE_HUMIDITY_VAR_07,WEATHER_RELATIVE_HUMIDITY_VAR_07,,,FALSE,FALSE,,,,,
187,WEATHER_RELATIVE_HUMIDITY_VAR_08,WEATHER_RELATIVE_HUMIDITY_VAR_08,,,FALSE,FALSE,,,,,
188,WEATHER_RELATIVE_HUMIDITY_VAR_09,WEATHER_RELATIVE_HUMIDITY_VAR_09,,,FALSE,FALSE,,,,,
189,WEATHER_RELATIVE_HUMIDITY_VAR_10,WEATHER_RELATIVE_HUMIDITY_VAR_10,,,FALSE,FALSE,,,,,
190,WEATHER_RELATIVE_HUMIDITY_VAR_11,WEATHER_RELATIVE_HUMIDITY_VAR_11,,,FALSE,FALSE,,,,,
191,WEATHER_RELATIVE_HUMIDITY_VAR_12,WEATHER_RELATIVE_HUMIDITY_VAR_12,,,FALSE,FALSE,,,,,
192,WEATHER_WETBULB_TEMPERATURE_AVG_01,WEATHER_WETBULB_TEMPERATURE_AVG_01,,,FALSE,FALSE,,,,,
193,WEATHER_WETBULB_TEMPERATURE_AVG_02,WEATHER_WETBULB_TEMPERATURE_AVG_02,,,FALSE,FALSE,,,,,
194,WEATHER_WETBULB_TEMPERATURE_AVG_03,WEATHER_WETBULB_TEMPERATURE_AVG_03,,,FALSE,FALSE,,,,,
195,WEATHER_WETBULB_TEMPERATURE_AVG_04,WEATHER_WETBULB_TEMPERATURE_AVG_04,,,FALSE,FALSE,,,,,
196,WEATHER_WETBULB_TEMPERATURE_AVG_05,WEATHER_WETBULB_TEMPERATURE_AVG_05,,,FALSE,FALSE,,,,,
197,WEATHER_WETBULB_TEMPERATURE_AVG_06,WEATHER_WETBULB_TEMPERATURE_AVG_06,,,FALSE,FALSE,,,,,
198,WEATHER_WETBULB_TEMPERATURE_AVG_07,WEATHER_WETBULB_TEMPERATURE_AVG_07,,,FALSE,FALSE,,,,,
199,WEATHER_WETBULB_TEMPERATURE_AVG_08,WEATHER_WETBULB_TEMPERATURE_AVG_08,,,FALSE,FALSE,,,,,
200,WEATHER_WETBULB_TEMPERATURE_AVG_09,WEATHER_WETBULB_TEMPERATURE_AVG_09,,,FALSE,FALSE,,,,,
201,WEATHER_WETBULB_TEMPERATURE_AVG_10,WEATHER_WETBULB_TEMPERATURE_AVG_10,,,FALSE,FALSE,,,,,
202,WEATHER_WETBULB_TEMPERATURE_AVG_11,WEATHER_WETBULB_TEMPERATURE_AVG_11,,,FALSE,FALSE,,,,,
203,WEATHER_WETBULB_TEMPERATURE_AVG_12,WEATHER_WETBULB_TEMPERATURE_AVG_12,,,FALSE,FALSE,,,,,
204,WEATHER_WETBULB_TEMPERATURE_MAX_01,WEATHER_WETBULB_TEMPERATURE_MAX_01,,,FALSE,FALSE,,,,,
205,WEATHER_WETBULB_TEMPERATURE_MAX_02,WEATHER_WETBULB_TEMPERATURE_MAX_02,,,FALSE,FALSE,,,,,
206,WEATHER_WETBULB_TEMPERATURE_MAX_03,WEATHER_WETBULB_TEMPERATURE_MAX_03,,,FALSE,FALSE,,,,,
207,WEATHER_WETBULB_TEMPERATURE_MAX_04,WEATHER_WETBULB_TEMPERATURE_MAX_04,,,FALSE,FALSE,,,,,
208,WEATHER_WETBULB_TEMPERATURE_MAX_05,WEATHER_WETBULB_TEMPERATURE_MAX_05,,,FALSE,FALSE,,,,,
209,WEATHER_WETBULB_TEMPERATURE_MAX_06,WEATHER_WETBULB_TEMPERATURE_MAX_06,,,FALSE,FALSE,,,,,
210,WEATHER_WETBULB_TEMPERATURE_MAX_07,WEATHER_WETBULB_TEMPERATURE_MAX_07,,,FALSE,FALSE,,,,,
211,WEATHER_WETBULB_TEMPERATURE_MAX_08,WEATHER_WETBULB_TEMPERATURE_MAX_08,,,FALSE,FALSE,,,,,
212,WEATHER_WETBULB_TEMPERATURE_MAX_09,WEATHER_WETBULB_TEMPERATURE_MAX_09,,,FALSE,FALSE,,,,,
213,WEATHER_WETBULB_TEMPERATURE_MAX_10,WEATHER_WETBULB_TEMPERATURE_MAX_10,,,FALSE,FALSE,,,,,
214,WEATHER_WETBULB_TEMPERATURE_MAX_11,WEATHER_WETBULB_TEMPERATURE_MAX_11,,,FALSE,FALSE,,,,,
215,WEATHER_WETBULB_TEMPERATURE_MAX_12,WEATHER_WETBULB_TEMPERATURE_MAX_12,,,FALSE,FALSE,,,,,
216,WEATHER_WETBULB_TEMPERATURE_MIN_01,WEATHER_WETBULB_TEMPERATURE_MIN_01,,,FALSE,FALSE,,,,,
217,WEATHER_WETBULB_TEMPERATURE_MIN_02,WEATHER_WETBULB_TEMPERATURE_MIN_02,,,FALSE,FALSE,,,,,
218,WEATHER_WETBULB_TEMPERATURE_MIN_03,WEATHER_WETBULB_TEMPERATURE_MIN_03,,,FALSE,FALSE,,,,,
219,WEATHER_WETBULB_TEMPERATURE_MIN_04,WEATHER_WETBULB_TEMPERATURE_MIN_04,,,FALSE,FALSE,,,,,
220,WEATHER_WETBULB_TEMPERATURE_MIN_05,WEATHER_WETBULB_TEMPERATURE_MIN_05,,,FALSE,FALSE,,,,,
221,WEATHER_WETBULB_TEMPERATURE_MIN_06,WEATHER_WETBULB_TEMPERATURE_MIN_06,,,FALSE,FALSE,,,,,
222,WEATHER_WETBULB_TEMPERATURE_MIN_07,WEATHER_WETBULB_TEMPERATURE_MIN_07,,,FALSE,FALSE,,,,,
223,WEATHER_WETBULB_TEMPERATURE_MIN_08,WEATHER_WETBULB_TEMPERATURE_MIN_08,,,FALSE,FALSE,,,,,
224,WEATHER_WETBULB_TEMPERATURE_MIN_09,WEATHER_WETBULB_TEMPERATURE_MIN_09,,,FALSE,FALSE,,,,,
225,WEATHER_WETBULB_TEMPERATURE_MIN_10,WEATHER_WETBULB_TEMPERATURE_MIN_10,,,FALSE,FALSE,,,,,
226,WEATHER_WETBULB_TEMPERATURE_MIN_11,WEATHER_WETBULB_TEMPERATURE_MIN_11,,,FALSE,FALSE,,,,,
227,WEATHER_WETBULB_TEMPERATURE_MIN_12,WEATHER_WETBULB_TEMPERATURE_MIN_12,,,FALSE,FALSE,,,,,
228,WEATHER_WETBULB_TEMPERATURE_VAR_01,WEATHER_WETBULB_TEMPERATURE_VAR_01,,,FALSE,FALSE,,,,,
229,WEATHER_WETBULB_TEMPERATURE_VAR_02,WEATHER_WETBULB_TEMPERATURE_VAR_02,,,FALSE,FALSE,,,,,
230,WEATHER_WETBULB_TEMPERATURE_VAR_03,WEATHER_WETBULB_TEMPERATURE_VAR_03,,,FALSE,FALSE,,,,,
231,WEATHER_WETBULB_TEMPERATURE_VAR_04,WEATHER_WETBULB_TEMPERATURE_VAR_04,,,FALSE,FALSE,,,,,
232,WEATHER_WETBULB_TEMPERATURE_VAR_05,WEATHER_WETBULB_TEMPERATURE_VAR_05,,,FALSE,FALSE,,,,,
233,WEATHER_WETBULB_TEMPERATURE_VAR_06,WEATHER_WETBULB_TEMPERATURE_VAR_06,,,FALSE,FALSE,,,,,
234,WEATHER_WETBULB_TEMPERATURE_VAR_07,WEATHER_WETBULB_TEMPERATURE_VAR_07,,,FALSE,FALSE,,,,,
235,WEATHER_WETBULB_TEMPERATURE_VAR_08,WEATHER_WETBULB_TEMPERATURE_VAR_08,,,FALSE,FALSE,,,,,
236,WEATHER_WETBULB_TEMPERATURE_VAR_09,WEATHER_WETBULB_TEMPERATURE_VAR_09,,,FALSE,FALSE,,,,,
237,WEATHER_WETBULB_TEMPERATURE_VAR_10,WEATHER_WETBULB_TEMPERATURE_VAR_10,,,FALSE,FALSE,,,,,
238,WEATHER_WETBULB_TEMPERATURE_VAR_11,WEATHER_WETBULB_TEMPERATURE_VAR_11,,,FALSE,FALSE,,,,,
239,WEATHER_WETBULB_TEMPERATURE_VAR_12,WEATHER_WETBULB_TEMPERATURE_VAR_12,,,FALSE,FALSE,,,,,
240,WEATHER_WIND_SPEED_AVG_01,WEATHER_WIND_SPEED_AVG_01,,,FALSE,FALSE,,,,,
241,WEATHER_WIND_SPEED_AVG_02,WEATHER_WIND_SPEED_AVG_02,,,FALSE,FALSE,,,,,
242,WEATHER_WIND_SPEED_AVG_03,WEATHER_WIND_SPEED_AVG_03,,,FALSE,FALSE,,,,,
243,WEATHER_WIND_SPEED_AVG_04,WEATHER_WIND_SPEED_AVG_04,,,FALSE,FALSE,,,,,
244,WEATHER_WIND_SPEED_AVG_05,WEATHER_WIND_SPEED_AVG_05,,,FALSE,FALSE,,,,,
245,WEATHER_WIND_SPEED_AVG_06,WEATHER_WIND_SPEED_AVG_06,,,FALSE,FALSE,,,,,
246,WEATHER_WIND_SPEED_AVG_07,WEATHER_WIND_SPEED_AVG_07,,,FALSE,FALSE,,,,,
247,WEATHER_WIND_SPEED_AVG_08,WEATHER_WIND_SPEED_AVG_08,,,FALSE,FALSE,,,,,
248,WEATHER_WIND_SPEED_AVG_09,WEATHER_WIND_SPEED_AVG_09,,,FALSE,FALSE,,,,,
249,WEATHER_WIND_SPEED_AVG_10,WEATHER_WIND_SPEED_AVG_10,,,FALSE,FALSE,,,,,
250,WEATHER_WIND_SPEED_AVG_11,WEATHER_WIND_SPEED_AVG_11,,,FALSE,FALSE,,,,,
251,WEATHER_WIND_SPEED_AVG_12,WEATHER_WIND_SPEED_AVG_12,,,FALSE,FALSE,,,,,
252,WEATHER_WIND_SPEED_MAX_01,WEATHER_WIND_SPEED_MAX_01,,,FALSE,FALSE,,,,,
253,WEATHER_WIND_SPEED_MAX_02,WEATHER_WIND_SPEED_MAX_02,,,FALSE,FALSE,,,,,
254,WEATHER_WIND_SPEED_MAX_03,WEATHER_WIND_SPEED_MAX_03,,,FALSE,FALSE,,,,,
255,WEATHER_WIND_SPEED_MAX_04,WEATHER_WIND_SPEED_MAX_04,,,FALSE,FALSE,,,,,
256,WEATHER_WIND_SPEED_MAX_05,WEATHER_WIND_SPEED_MAX_05,,,FALSE,FALSE,,,,,
257,WEATHER_WIND_SPEED_MAX_06,WEATHER_WIND_SPEED_MAX_06,,,FALSE,FALSE,,,,,
258,WEATHER_WIND_SPEED_MAX_07,WEATHER_WIND_SPEED_MAX_07,,,FALSE,FALSE,,,,,
259,WEATHER_WIND_SPEED_MAX_08,WEATHER_WIND_SPEED_MAX_08,,,FALSE,FALSE,,,,,
260,WEATHER_WIND_SPEED_MAX_09,WEATHER_WIND_SPEED_MAX_09,,,FALSE,FALSE,,,,,
261,WEATHER_WIND_SPEED_MAX_10,WEATHER_WIND_SPEED_MAX_10,,,FALSE,FALSE,,,,,
262,WEATHER_WIND_SPEED_MAX_11,WEATHER_WIND_SPEED_MAX_11,,,FALSE,FALSE,,,,,
263,WEATHER_WIND_SPEED_MAX_12,WEATHER_WIND_SPEED_MAX_12,,,FALSE,FALSE,,,,,
264,WEATHER_WIND_SPEED_MIN_01,WEATHER_WIND_SPEED_MIN_01,,,FALSE,FALSE,,,,,
265,WEATHER_WIND_SPEED_MIN_02,WEATHER_WIND_SPEED_MIN_02,,,FALSE,FALSE,,,,,
266,WEATHER_WIND_SPEED_MIN_03,WEATHER_WIND_SPEED_MIN_03,,,FALSE,FALSE,,,,,
267,WEATHER_WIND_SPEED_MIN_04,WEATHER_WIND_SPEED_MIN_04,,,FALSE,FALSE,,,,,
268,WEATHER_WIND_SPEED_MIN_05,WEATHER_WIND_SPEED_MIN_05,,,FALSE,FALSE,,,,,
269,WEATHER_WIND_SPEED_MIN_06,WEATHER_WIND_SPEED_MIN_06,,,FALSE,FALSE,,,,,
270,WEATHER_WIND_SPEED_MIN_07,WEATHER_WIND_SPEED_MIN_07,,,FALSE,FALSE,,,,,
271,WEATHER_WIND_SPEED_MIN_08,WEATHER_WIND_SPEED_MIN_08,,,FALSE,FALSE,,,,,
272,WEATHER_WIND_SPEED_MIN_09,WEATHER_WIND_SPEED_MIN_09,,,FALSE,FALSE,,,,,
273,WEATHER_WIND_SPEED_MIN_10,WEATHER_WIND_SPEED_MIN_10,,,FALSE,FALSE,,,,,
274,WEATHER_WIND_SPEED_MIN_11,WEATHER_WIND_SPEED_MIN_11,,,FALSE,FALSE,,,,,
275,WEATHER_WIND_SPEED_MIN_12,WEATHER_WIND_SPEED_MIN_12,,,FALSE,FALSE,,,,,
276,WEATHER_WIND_SPEED_VAR_01,WEATHER_WIND_SPEED_VAR_01,,,FALSE,FALSE,,,,,
277,WEATHER_WIND_SPEED_VAR_02,WEATHER_WIND_SPEED_VAR_02,,,FALSE,FALSE,,,,,
278,WEATHER_WIND_SPEED_VAR_03,WEATHER_WIND_SPEED_VAR_03,,,FALSE,FALSE,,,,,
279,WEATHER_WIND_SPEED_VAR_04,WEATHER_WIND_SPEED_VAR_04,,,FALSE,FALSE,,,,,
280,WEATHER_WIND_SPEED_VAR_05,WEATHER_WIND_SPEED_VAR_05,,,FALSE,FALSE,,,,,
281,WEATHER_WIND_SPEED_VAR_06,WEATHER_WIND_SPEED_VAR_06,,,FALSE,FALSE,,,,,
282,WEATHER_WIND_SPEED_VAR_07,WEATHER_WIND_SPEED_VAR_07,,,FALSE,FALSE,,,,,
283,WEATHER_WIND_SPEED_VAR_08,WEATHER_WIND_SPEED_VAR_08,,,FALSE,FALSE,,,,,
284,WEATHER_WIND_SPEED_VAR_09,WEATHER_WIND_SPEED_VAR_09,,,FALSE,FALSE,,,,,
285,WEATHER_WIND_SPEED_VAR_10,WEATHER_WIND_SPEED_VAR_10,,,FALSE,FALSE,,,,,
286,WEATHER_WIND_SPEED_VAR_11,WEATHER_WIND_SPEED_VAR_11,,,FALSE,FALSE,,,,,
287,WEATHER_WIND_SPEED_VAR_12,WEATHER_WIND_SPEED_VAR_12,,,FALSE,FALSE,,,,,
300,X0138,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ConditionedFloorArea,Conditioned Floor Area,,FALSE,TRUE,ft2,0,2,12,5336155
423,X3714,HPXML.Building.BuildingDetails.Enclosure.Walls.Wall[WallExposed1].Area,Exposed Wall Area,,FALSE,TRUE,ft2,0,2,13,4525102
475,X4386,HPXML.Building.BuildingDetails.Systems.HVAC.HVACDistribution[HVACDistributionAir1].ConditionedFloorAreaServed,Conditioned Floor Area Served,,FALSE,FALSE,ft2,0,2,14,4344854
397,X3141,HPXML.Building.BuildingDetails.Enclosure.Roofs.Roof[Roof1].Area,Roof Area,,FALSE,TRUE,ft2,0,2,15,3778129
353,X1597,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorBelowAttic1].Area,Ceiling Area,,FALSE,TRUE,ft2,0,2,17,3378743
408,X3435,HPXML.Building.BuildingDetails.Enclosure.Slabs.Slab[SlabOnGrade1].Area,Slab Area,,FALSE,TRUE,ft2,0,2,20,2981271
418,X3576,HPXML.Building.BuildingDetails.Enclosure.Slabs.Slab[SlabUnderCrawlspaceVented1].Area,Slab Under Crawl Area,,FALSE,FALSE,ft2,0,2,23,2509553
349,X1417,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveVentedCrawl1].Area,Crawlspace Area,,FALSE,TRUE,ft2,0,2,24,2509553
322,X0280,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Area,Exposed Basement Wall Area,,FALSE,TRUE,ft2,0,2,33,1006427
336,X0847,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].Area,Exposed Vented Crawlspace Wall Area,,FALSE,TRUE,ft2,0,2,34,994293
400,X3297,HPXML.Building.BuildingDetails.Enclosure.Slabs.Slab[SlabOfBasementConditioned1].Area,Basement Area,,FALSE,TRUE,ft2,0,2,41,760709
345,X1237,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorAboveConditionedBasement1].Area,Basement Ceiling Area,,FALSE,FALSE,ft2,0,2,42,760709
463,X4209,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowWest1].Azimuth,,,FALSE,FALSE,,,,48,408817
459,X4197,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowSouth1].Azimuth,,,FALSE,FALSE,,,,54,272307
409,X3441,HPXML.Building.BuildingDetails.Enclosure.Slabs.Slab[SlabOnGrade1].ExposedPerimeter,Slab Perimeter,,FALSE,TRUE,ft,0,2,55,267757
361,X2149,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistCrawlspaceVentedExposed1].Area,Crawlspace Exposed Perimeter,,FALSE,TRUE,ft,0,2,57,248039
419,X3579,HPXML.Building.BuildingDetails.Enclosure.Slabs.Slab[SlabUnderCrawlspaceVented1].ExposedPerimeter,Slab Under Crawl Exposed Perimeter,,FALSE,FALSE,ft,,,58,248039
367,X2522,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistStory2Exposed].Area,Upper Story Exposed Rim Joist Area,,FALSE,TRUE,ft2,0,2,59,234388
291,X0058,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.VentedFlowRate,Clothes Dryer Vented Flow Rate,,TRUE,TRUE,cfm,0,2,61,226804
368,X2523,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistStory3Exposed].Area,Exposed Rim Joist 3rd Floor Area,,FALSE,FALSE,ft2,,,139,147932
458,X4194,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowSouth1].Area,South Window Area,,FALSE,TRUE,ft2,0,,145,144899
447,X4158,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowNorth1].Area,North Window Area,,FALSE,TRUE,ft2,0,,146,144899
435,X4122,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowEast1].Area,East Window Area,,FALSE,TRUE,ft2,0,,149,143382
462,X4206,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowWest1].Area,West Window Area,,FALSE,TRUE,ft2,0,,150,143382
581,X7674,HPXML.Building.BuildingDetails.Systems.WaterHeating.WaterHeatingSystem[WaterHeater1].TankVolume,Water Heater Tank Volume,,TRUE,TRUE,gal,0,,153,140173
436,X4125,HPXML.Building.BuildingDetails.Enclosure.Windows.Window[WindowEast1].Azimuth,,,FALSE,FALSE,,,,158,135798
315,X0192,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetupTempCoolingSeason,Thermostat Temp (Cooling Season),,TRUE,TRUE,°F,0,,166,123664
401,X3300,HPXML.Building.BuildingDetails.Enclosure.Slabs.Slab[SlabOfBasementConditioned1].ExposedPerimeter,Basement Exposed Perimeter,,FALSE,TRUE,ft,0,,171,114563
355,X1777,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].Area,Conditioned Basement Exposed Rim Joist Area,,FALSE,TRUE,ft2,0,,172,114563
329,X0658,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].Area,Conditioned Basement Foundation Wall Area,,FALSE,TRUE,ft2,0,,182,103946
314,X0189,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetbackTempHeatingSeason,Thermostat Temp (Heating Season),,TRUE,TRUE,°F,0,,190,96363
354,X1687,HPXML.Building.BuildingDetails.Enclosure.FrameFloors.FrameFloor[FloorBelowAttic1].Insulation.AssemblyEffectiveRValue,Attic Insulation R Value,,TRUE,TRUE,ft2-°F-h/BTU,0,,215,73874
316,X0193,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.TotalSetbackHoursperWeekHeating,Thermostat Setback Hours Per Week (Heating),,TRUE,TRUE,hours,0,,216,73612
317,X0194,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.TotalSetupHoursperWeekCooling,Thermostat Setback Hours Per Week (Cooling),,TRUE,TRUE,hours,0,,232,62995
318,X0195,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.extension.SetbackStartHourHeating,Thermostat Setback Start Hour (Heating),,TRUE,TRUE,°F,0,,250,34179
507,X5241,HPXML.Building.BuildingDetails.Systems.HVAC.HVACPlant[HVACPlant1].HeatPump[ASHP1].AnnualCoolingEfficiency.Value,Air Source Heat Pump Cooling Efficiency,,TRUE,TRUE,Btu/Wh,0,,253,24837
425,X3807,HPXML.Building.BuildingDetails.Enclosure.Walls.Wall[WallExposed1].Insulation.AssemblyEffectiveRValue,Exposed Wall R Value,,TRUE,TRUE,ft2-°F-h/BTU,0,,254,24768
311,X0177,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.AirLeakage,Air Leakage,,TRUE,TRUE,ACH,1,,255,23833
379,X2677,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistStory2Exposed].Insulation.AssemblyEffectiveRValue,Upper Story Exposed Rim Joist R Value,,TRUE,TRUE,ft2-°F-h/BTU,0,,256,23564
520,X5727,HPXML.Building.BuildingDetails.Systems.HVAC.HVACPlant[HVACPlant1].HeatPump[MiniSplitHP1].AnnualCoolingEfficiency.Value,Mini Split Heat Pump Cooling Efficiency,,TRUE,TRUE,Btu/Wh,1,,257,23564
509,X5277,HPXML.Building.BuildingDetails.Systems.HVAC.HVACPlant[HVACPlant1].HeatPump[ASHP1].AnnualHeatingEfficiency.Value,Air Source Heat Pump Heating Efficiency,,TRUE,TRUE,Btu/Wh,1,,275,19774
494,X4605,HPXML.Building.BuildingDetails.Systems.HVAC.HVACPlant[HVACPlant1].CoolingSystem[CentralAirConditioner1].AnnualCoolingEfficiency.Value,Central Air Condition Efficiency,,TRUE,TRUE,Btu/Wh,1,,279,19016
522,X5763,HPXML.Building.BuildingDetails.Systems.HVAC.HVACPlant[HVACPlant1].HeatPump[MiniSplitHP1].AnnualHeatingEfficiency.Value,Mini Split Heat Pump Heating Efficiency,,TRUE,TRUE,Btu/Wh,1,,283,15317
319,X0196,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.extension.SetupStartHourCooling,Thermostat Start Hour Cooling,,TRUE,TRUE,,0,,285,12954
325,X0373,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Height,,,FALSE,,,1,,286,11439
342,X1033,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallCrawlspaceVentedExposed1].Thickness,,,FALSE,,,2,,287,11439
335,X0844,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedToCrawlVented1].Thickness,,,FALSE,,,2,,288,11439
328,X0466,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Thickness,,,FALSE,,,2,,289,11439
323,X0283,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].DepthBelowGrade,,,FALSE,,,2,,290,9925
307,X0155,HPXML.Building.BuildingDetails.BuildingSummary.BuildingOccupancy.NumberofResidents,,,FALSE,,,0,,291,9666
